Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Chlamydia,Santa Clara,2013,Male,1877,939587,199.8,190.8,209,
Chlamydia,Santa Clara,2013,Total,5773,1866836,309.2,301.3,317.3,
Chlamydia,Santa Clara,2014,Female,3951,939185,420.7,407.7,434,
Chlamydia,Santa Clara,2014,Male,2097,953507,219.9,210.6,229.5,
Chlamydia,Santa Clara,2014,Total,6064,1892692,320.4,312.4,328.5,
Chlamydia,Santa Clara,2015,Female,4226,951834,444,430.7,457.5,
Chlamydia,Santa Clara,2015,Male,2539,966943,262.6,252.5,273,
Chlamydia,Santa Clara,2015,Total,6771,1918777,352.9,344.5,361.4,
Chlamydia,Santa Clara,2016,Female,4328,958257,451.7,438.3,465.3,
Chlamydia,Santa Clara,2016,Male,2657,974570,272.6,262.4,283.2,
Chlamydia,Santa Clara,2016,Total,6990,1932827,361.6,353.2,370.2,
Chlamydia,Santa Clara,2017,Female,4622,963745,479.6,465.9,493.6,
Chlamydia,Santa Clara,2017,Male,3037,981720,309.4,298.5,320.5,
Chlamydia,Santa Clara,2017,Total,7669,1945465,394.2,385.4,403.1,
Chlamydia,Santa Cruz,2001,Female,425,128410,331,300.3,363.9,
Chlamydia,Santa Cruz,2001,Male,141,127756,110.4,92.9,130.1,
Chlamydia,Santa Cruz,2001,Total,566,256166,221,203.1,239.9,
Chlamydia,Santa Cruz,2002,Female,397,128115,309.9,280.2,341.9,
Chlamydia,Santa Cruz,2002,Male,133,127475,104.3,87.4,123.6,
Chlamydia,Santa Cruz,2002,Total,530,255590,207.4,190.1,225.8,
Chlamydia,Santa Cruz,2003,Female,428,127867,334.7,303.8,367.9,
Chlamydia,Santa Cruz,2003,Male,149,127255,117.1,99.1,137.5,
Chlamydia,Santa Cruz,2003,Total,579,255122,227,208.9,246.2,
Chlamydia,Santa Cruz,2004,Female,447,127676,350.1,318.4,384.1,
Chlamydia,Santa Cruz,2004,Male,134,127160,105.4,88.3,124.8,
Chlamydia,Santa Cruz,2004,Total,585,254836,229.6,211.4,248.9,
Chlamydia,Santa Cruz,2005,Female,407,127593,319,288.8,351.5,
Chlamydia,Santa Cruz,2005,Male,160,127132,125.9,107.1,146.9,
Chlamydia,Santa Cruz,2005,Total,582,254725,228.5,210.3,247.8,
Chlamydia,Santa Cruz,2006,Female,462,127995,361,328.8,395.3,
Chlamydia,Santa Cruz,2006,Male,156,127491,122.4,103.9,143.1,
Chlamydia,Santa Cruz,2006,Total,622,255486,243.5,224.7,263.3,
Chlamydia,Santa Cruz,2007,Female,494,129047,382.8,349.8,418,
Chlamydia,Santa Cruz,2007,Male,157,128554,122.1,103.8,142.8,
Chlamydia,Santa Cruz,2007,Total,663,257601,257.4,238.2,277.7,
Chlamydia,Santa Cruz,2008,Female,492,130193,377.9,345.3,412.7,
Chlamydia,Santa Cruz,2008,Male,167,129680,128.8,110,149.8,
Chlamydia,Santa Cruz,2008,Total,668,259873,257,237.9,277.3,
Chlamydia,Santa Cruz,2009,Female,489,131177,372.8,340.5,407.3,
Chlamydia,Santa Cruz,2009,Male,158,130735,120.9,102.8,141.2,
Chlamydia,Santa Cruz,2009,Total,655,261912,250.1,231.3,270,
Chlamydia,Santa Cruz,2010,Female,556,131464,422.9,388.6,459.5,
Chlamydia,Santa Cruz,2010,Male,205,130961,156.5,135.9,179.5,
Chlamydia,Santa Cruz,2010,Total,761,262425,290,269.8,311.3,
Chlamydia,Santa Cruz,2011,Female,531,132825,399.8,366.6,435.2,
Chlamydia,Santa Cruz,2011,Male,211,132480,159.3,138.5,182.3,
Chlamydia,Santa Cruz,2011,Total,743,265305,280.1,260.3,300.9,
Chlamydia,Santa Cruz,2012,Female,622,133999,464.2,428.5,502,
Chlamydia,Santa Cruz,2012,Male,248,133827,185.3,163,209.8,
Chlamydia,Santa Cruz,2012,Total,870,267826,324.8,303.6,347.1,
Chlamydia,Santa Cruz,2013,Female,715,135314,528.4,490.5,568.5,
Chlamydia,Santa Cruz,2013,Male,289,135295,213.6,189.7,239.7,
Chlamydia,Santa Cruz,2013,Total,1004,270609,371,348.5,394.6,
Chlamydia,Santa Cruz,2014,Female,618,135900,454.7,419.7,492,
Chlamydia,Santa Cruz,2014,Male,292,135960,214.8,190.9,240.8,
Chlamydia,Santa Cruz,2014,Total,910,271860,334.7,313.4,357.2,
Chlamydia,Santa Cruz,2015,Female,690,137186,503,466.2,541.8,
Chlamydia,Santa Cruz,2015,Male,288,137377,209.6,186.1,235.3,
Chlamydia,Santa Cruz,2015,Total,978,274563,356.2,334.3,379.2,
Chlamydia,Santa Cruz,2016,Female,676,137830,490.5,454.3,528.8,
Chlamydia,Santa Cruz,2016,Male,314,137924,227.7,203.2,254.3,
Chlamydia,Santa Cruz,2016,Total,990,275754,359,337,382.1,
Chlamydia,Santa Cruz,2017,Female,746,138127,540.1,502.1,580.2,
Chlamydia,Santa Cruz,2017,Male,369,138325,266.8,240.3,295.4,
Chlamydia,Santa Cruz,2017,Total,1115,276452,403.3,380,427.7,
Chlamydia,Shasta,2001,Female,281,85413,329,291.7,369.7,
Chlamydia,Shasta,2001,Male,102,81621,125,101.9,151.7,
Chlamydia,Shasta,2001,Total,384,167034,229.9,207.5,254,
Chlamydia,Shasta,2002,Female,333,86616,384.5,344.3,428,
Chlamydia,Shasta,2002,Male,118,82962,142.2,117.7,170.3,
Chlamydia,Shasta,2002,Total,454,169578,267.7,243.7,293.5,
Chlamydia,Shasta,2003,Female,506,87754,576.6,527.6,628.9,
Chlamydia,Shasta,2003,Male,149,84233,176.9,149.6,207.7,
Chlamydia,Shasta,2003,Total,657,171987,382,353.4,412.3,
Chlamydia,Shasta,2004,Female,486,88487,549.2,501.6,600.2,
Chlamydia,Shasta,2004,Male,128,84982,150.6,125.7,179.1,
Chlamydia,Shasta,2004,Total,614,173469,354,326.6,383,
Chlamydia,Shasta,2005,Female,412,88842,463.7,420.1,510.6,
Chlamydia,Shasta,2005,Male,91,85412,106.5,85.8,130.8,
Chlamydia,Shasta,2005,Total,503,174254,288.7,264,315,
Chlamydia,Shasta,2006,Female,315,89291,352.8,315,393.9,
Chlamydia,Shasta,2006,Male,88,85947,102.4,82.1,126.1,
Chlamydia,Shasta,2006,Total,403,175238,230,208.1,253.5,
Chlamydia,Shasta,2007,Female,354,89554,395.3,355.3,438.6,
Chlamydia,Shasta,2007,Male,119,86295,137.9,114.3,165,
Chlamydia,Shasta,2007,Total,473,175849,269,245.3,294.3,
Chlamydia,Shasta,2008,Female,294,89894,327.1,290.8,366.6,
Chlamydia,Shasta,2008,Male,98,86735,113,91.7,137.7,
Chlamydia,Shasta,2008,Total,392,176629,221.9,200.5,245,
Chlamydia,Shasta,2009,Female,319,89964,354.6,316.8,395.6,
Chlamydia,Shasta,2009,Male,134,86917,154.2,129.2,182.6,
Chlamydia,Shasta,2009,Total,453,176881,256.1,233.1,280.8,
Chlamydia,Shasta,2010,Female,300,90059,333.1,296.5,372.9,
Chlamydia,Shasta,2010,Male,114,87066,130.9,108,157.3,
Chlamydia,Shasta,2010,Total,416,177125,234.9,212.9,258.5,
Chlamydia,Shasta,2011,Female,416,90244,461,417.8,507.4,
Chlamydia,Shasta,2011,Male,159,87120,182.5,155.3,213.2,
Chlamydia,Shasta,2011,Total,575,177364,324.2,298.3,351.8,
Chlamydia,Shasta,2012,Female,413,90425,456.7,413.8,502.9,
Chlamydia,Shasta,2012,Male,179,87379,204.9,176,237.1,
Chlamydia,Shasta,2012,Total,592,177804,333,306.7,360.8,
Chlamydia,Shasta,2013,Female,419,90831,461.3,418.3,507.5,
Chlamydia,Shasta,2013,Male,166,87706,189.3,161.6,220.3,
Chlamydia,Shasta,2013,Total,585,178537,327.7,301.7,355.3,
Chlamydia,Shasta,2014,Female,465,91078,510.6,465.3,559,
Chlamydia,Shasta,2014,Male,210,87871,239,207.8,273.5,
Chlamydia,Shasta,2014,Total,675,178949,377.2,349.3,406.7,
Chlamydia,Shasta,2015,Female,442,90800,486.8,442.6,534.2,
Chlamydia,Shasta,2015,Male,204,87565,233,202.1,267.2,
Chlamydia,Shasta,2015,Total,646,178365,362.2,334.8,391.2,
Chlamydia,Shasta,2016,Female,446,90416,493.3,448.7,541.1,
Chlamydia,Shasta,2016,Male,216,87215,247.7,215.8,282.9,
Chlamydia,Shasta,2016,Total,662,177631,372.7,344.9,402.1,
Chlamydia,Shasta,2017,Female,397,90795,437.2,395.4,482.3,
Chlamydia,Shasta,2017,Male,174,87706,198.4,170,230.1,
Chlamydia,Shasta,2017,Total,571,178501,319.9,294.2,347.2,
Chlamydia,Sierra,2001,Female,,1772,,,,s
Chlamydia,Sierra,2001,Male,,1815,,,,s
Chlamydia,Sierra,2001,Total,4,3587,111.5,30.4,285.3,*
Chlamydia,Sierra,2002,Female,,1759,,,,s
Chlamydia,Sierra,2002,Male,,1805,,,,s
Chlamydia,Sierra,2002,Total,2,3564,56.1,6.8,202.6,*
Chlamydia,Sierra,2003,Female,0,1750,0,0,210.6,#
Chlamydia,Sierra,2003,Male,0,1795,0,0,205.3,#
Chlamydia,Sierra,2003,Total,0,3545,0,0,104,#
Chlamydia,Sierra,2004,Female,0,1711,0,0,215.4,#
Chlamydia,Sierra,2004,Male,0,1756,0,0,209.9,#
Chlamydia,Sierra,2004,Total,0,3467,0,0,106.3,#
Chlamydia,Sierra,2005,Female,,1693,,,,s
Chlamydia,Sierra,2005,Male,,1737,,,,s
Chlamydia,Sierra,2005,Total,2,3430,58.3,7.1,210.5,*
Chlamydia,Sierra,2006,Female,,1689,,,,s
Chlamydia,Sierra,2006,Male,,1735,,,,s
Chlamydia,Sierra,2006,Total,1,3424,29.2,0.7,162.6,*
Chlamydia,Sierra,2007,Female,0,1648,0,0,223.6,#
Chlamydia,Sierra,2007,Male,0,1696,0,0,217.3,#
Chlamydia,Sierra,2007,Total,0,3344,0,0,110.3,#
Chlamydia,Sierra,2008,Female,,1617,,,,s
Chlamydia,Sierra,2008,Male,,1667,,,,s
Chlamydia,Sierra,2008,Total,6,3284,182.7,67.1,397.2,*
Chlamydia,Sierra,2009,Female,,1601,,,,s
Chlamydia,Sierra,2009,Male,,1642,,,,s
Chlamydia,Sierra,2009,Total,4,3243,123.3,33.6,315.5,*
Chlamydia,Sierra,2010,Female,,1590,,,,s
Chlamydia,Sierra,2010,Male,,1643,,,,s
Chlamydia,Sierra,2010,Total,3,3233,92.8,19.1,270.9,*
Chlamydia,Sierra,2011,Female,,1579,,,,s
Chlamydia,Sierra,2011,Male,,1637,,,,s
Chlamydia,Sierra,2011,Total,2,3216,62.2,7.5,224.5,*
Chlamydia,Sierra,2012,Female,,1580,,,,s
Chlamydia,Sierra,2012,Male,,1626,,,,s
Chlamydia,Sierra,2012,Total,2,3206,62.4,7.6,225.2,*
Chlamydia,Sierra,2013,Female,,1576,,,,s
Chlamydia,Sierra,2013,Male,,1611,,,,s
Chlamydia,Sierra,2013,Total,2,3187,62.8,7.6,226.5,*
Chlamydia,Sierra,2014,Female,,1564,,,,s
Chlamydia,Sierra,2014,Male,,1597,,,,s
Chlamydia,Sierra,2014,Total,4,3161,126.5,34.5,323.7,*
Chlamydia,Sierra,2015,Female,,1556,,,,s
Chlamydia,Sierra,2015,Male,,1593,,,,s
Chlamydia,Sierra,2015,Total,3,3149,95.3,19.7,278.2,*
Chlamydia,Sierra,2016,Female,,1558,,,,s
Chlamydia,Sierra,2016,Male,,1583,,,,s
Chlamydia,Sierra,2016,Total,2,3141,63.7,7.7,229.8,*
Chlamydia,Sierra,2017,Female,,1557,,,,s
Chlamydia,Sierra,2017,Male,,1576,,,,s
Chlamydia,Sierra,2017,Total,9,3133,287.3,131.4,544.6,*
Chlamydia,Siskiyou,2001,Female,41,22464,182.5,131,247.5,
Chlamydia,Siskiyou,2001,Male,14,21811,64.2,35.1,107.7,
Chlamydia,Siskiyou,2001,Total,55,44275,124.2,93.6,161.7,
Chlamydia,Siskiyou,2002,Female,70,22503,311.1,242.6,392.9,
Chlamydia,Siskiyou,2002,Male,18,21881,82.3,48.8,130,
Chlamydia,Siskiyou,2002,Total,88,44384,198.3,159,244.2,
Chlamydia,Siskiyou,2003,Female,,22570,,,,s
Chlamydia,Siskiyou,2003,Male,,22027,,,,s
Chlamydia,Siskiyou,2003,Total,85,44597,190.6,152.3,235.6,
Chlamydia,Siskiyou,2004,Female,84,22642,371,296,459.1,
Chlamydia,Siskiyou,2004,Male,24,22143,108.4,69.5,161.2,
Chlamydia,Siskiyou,2004,Total,108,44785,241.2,197.9,291.1,
Chlamydia,Siskiyou,2005,Female,81,22711,356.7,283.3,443.1,
Chlamydia,Siskiyou,2005,Male,19,22234,85.5,51.5,133.4,
Chlamydia,Siskiyou,2005,Total,100,44945,222.5,181.1,270.5,
Chlamydia,Siskiyou,2006,Female,83,22677,366,291.6,453.5,
Chlamydia,Siskiyou,2006,Male,24,22214,108,69.2,160.7,
Chlamydia,Siskiyou,2006,Total,107,44891,238.4,195.4,288,
Chlamydia,Siskiyou,2007,Female,77,22635,340.2,268.6,425,
Chlamydia,Siskiyou,2007,Male,23,22227,103.5,65.6,155.2,
Chlamydia,Siskiyou,2007,Total,100,44862,222.9,181.4,271,
Chlamydia,Siskiyou,2008,Female,64,22683,282.2,217.4,360.2,
Chlamydia,Siskiyou,2008,Male,17,22358,76,44.3,121.7,
Chlamydia,Siskiyou,2008,Total,81,45041,179.8,142.8,223.5,
Chlamydia,Siskiyou,2009,Female,56,22589,247.9,187.3,321.8,
Chlamydia,Siskiyou,2009,Male,22,22361,98.4,61.7,148.9,
Chlamydia,Siskiyou,2009,Total,78,44950,173.5,137.2,216.5,
Chlamydia,Siskiyou,2010,Female,53,22487,235.7,176.6,308.2,
Chlamydia,Siskiyou,2010,Male,20,22375,89.4,54.6,138,
Chlamydia,Siskiyou,2010,Total,73,44862,162.7,127.6,204.6,
Chlamydia,Siskiyou,2011,Female,65,22451,289.5,223.5,368.9,
Chlamydia,Siskiyou,2011,Male,32,22341,143.2,98,202.1,
Chlamydia,Siskiyou,2011,Total,99,44792,221,179.7,269,
Chlamydia,Siskiyou,2012,Female,44,22456,195.9,142.4,263,
Chlamydia,Siskiyou,2012,Male,22,22309,98.6,61.8,149.3,
Chlamydia,Siskiyou,2012,Total,66,44765,147.4,114,187.5,
Chlamydia,Siskiyou,2013,Female,48,22423,214.1,157.9,283.7,
Chlamydia,Siskiyou,2013,Male,25,22229,112.5,72.8,166,
Chlamydia,Siskiyou,2013,Total,73,44652,163.5,128.2,205.5,
Chlamydia,Siskiyou,2014,Female,79,22391,352.8,279.4,439.5,
Chlamydia,Siskiyou,2014,Male,29,22216,130.5,87.4,187.4,
Chlamydia,Siskiyou,2014,Total,108,44607,242.1,198.7,292.2,
Chlamydia,Siskiyou,2015,Female,65,22333,291,224.7,370.8,
Chlamydia,Siskiyou,2015,Male,29,22158,130.9,87.7,187.9,
Chlamydia,Siskiyou,2015,Total,94,44491,211.3,170.8,258.5,
Chlamydia,Siskiyou,2016,Female,74,22281,332.1,260.9,416.8,
Chlamydia,Siskiyou,2016,Male,27,22092,122.2,80.6,177.8,
Chlamydia,Siskiyou,2016,Total,101,44373,227.6,185.4,276.5,
Chlamydia,Siskiyou,2017,Female,69,22200,310.8,241.9,393.2,
Chlamydia,Siskiyou,2017,Male,25,22039,113.4,73.4,167.4,
Chlamydia,Siskiyou,2017,Total,94,44239,212.5,171.7,260,
Chlamydia,Solano,2001,Female,955,200691,475.9,446.2,506.9,
Chlamydia,Solano,2001,Male,242,202277,119.6,105,135.7,
Chlamydia,Solano,2001,Total,1198,402968,297.3,280.7,314.6,
Chlamydia,Solano,2002,Female,979,202735,482.9,453.2,514,
Chlamydia,Solano,2002,Male,302,204081,148,131.8,165.6,
Chlamydia,Solano,2002,Total,1282,406816,315.1,298.1,332.8,
Chlamydia,Solano,2003,Female,997,203877,489,459.2,520.3,
Chlamydia,Solano,2003,Male,323,205052,157.5,140.8,175.7,
Chlamydia,Solano,2003,Total,1320,408929,322.8,305.6,340.7,
Chlamydia,Solano,2004,Female,1126,205205,548.7,517.2,581.6,
Chlamydia,Solano,2004,Male,306,206184,148.4,132.3,166,
Chlamydia,Solano,2004,Total,1432,411389,348.1,330.3,366.6,
Chlamydia,Solano,2005,Female,1176,204855,574.1,541.8,607.7,
Chlamydia,Solano,2005,Male,408,205715,198.3,179.6,218.5,
Chlamydia,Solano,2005,Total,1584,410570,385.8,367.1,405.2,
Chlamydia,Solano,2006,Female,1380,205356,672,637.1,708.3,
Chlamydia,Solano,2006,Male,395,205995,191.8,173.3,211.6,
Chlamydia,Solano,2006,Total,1776,411351,431.7,411.9,452.3,
Chlamydia,Solano,2007,Female,1479,206109,717.6,681.6,755,
Chlamydia,Solano,2007,Male,411,206527,199,180.2,219.2,
Chlamydia,Solano,2007,Total,1890,412636,458,437.7,479.1,
Chlamydia,Solano,2008,Female,1543,206443,747.4,710.7,785.5,
Chlamydia,Solano,2008,Male,525,206724,254,232.7,276.6,
Chlamydia,Solano,2008,Total,2068,413167,500.5,479.2,522.5,
Chlamydia,Solano,2009,Female,1434,206166,695.6,660.1,732.4,
Chlamydia,Solano,2009,Male,550,206322,266.6,244.8,289.8,
Chlamydia,Solano,2009,Total,1985,412488,481.2,460.3,502.8,
Chlamydia,Solano,2010,Female,1511,206760,730.8,694.5,768.5,
Chlamydia,Solano,2010,Male,568,205765,276,253.8,299.7,
Chlamydia,Solano,2010,Total,2079,412525,504,482.6,526.1,
Chlamydia,Solano,2011,Female,1227,207701,590.8,558.2,624.7,
Chlamydia,Solano,2011,Male,442,206958,213.6,194.1,234.4,
Chlamydia,Solano,2011,Total,1672,414659,403.2,384.2,423,
Chlamydia,Solano,2012,Female,1506,209567,718.6,682.9,755.7,
Chlamydia,Solano,2012,Male,587,207913,282.3,260,306.1,
Chlamydia,Solano,2012,Total,2098,417480,502.5,481.3,524.5,
Chlamydia,Solano,2013,Female,1418,211308,671.1,636.7,706.8,
Chlamydia,Solano,2013,Male,588,209424,280.8,258.6,304.4,
Chlamydia,Solano,2013,Total,2007,420732,477,456.4,498.3,
Chlamydia,Solano,2014,Female,1536,213730,718.7,683.3,755.4,
Chlamydia,Solano,2014,Male,707,211764,333.9,309.7,359.4,
Chlamydia,Solano,2014,Total,2249,425494,528.6,507,550.8,
Chlamydia,Solano,2015,Female,1612,215698,747.3,711.4,784.6,
Chlamydia,Solano,2015,Male,812,213574,380.2,354.5,407.2,
Chlamydia,Solano,2015,Total,2429,429272,565.8,543.6,588.7,
Chlamydia,Solano,2016,Female,1610,217619,739.8,704.2,776.7,
Chlamydia,Solano,2016,Male,763,215793,353.6,329,379.5,
Chlamydia,Solano,2016,Total,2374,433412,547.7,526,570.2,
Chlamydia,Solano,2017,Female,1761,219492,802.3,765.4,840.5,
Chlamydia,Solano,2017,Male,855,217817,392.5,366.7,419.7,
Chlamydia,Solano,2017,Total,2618,437309,598.7,576,622,
Chlamydia,Sonoma,2001,Female,376,236637,158.9,143.2,175.8,
Chlamydia,Sonoma,2001,Male,151,228786,66,55.9,77.4,
Chlamydia,Sonoma,2001,Total,528,465423,113.4,104,123.5,
Chlamydia,Sonoma,2002,Female,562,236918,237.2,218,257.6,
Chlamydia,Sonoma,2002,Male,209,229080,91.2,79.3,104.5,
Chlamydia,Sonoma,2002,Total,771,465998,165.5,154,177.5,
Chlamydia,Sonoma,2003,Female,453,238069,190.3,173.2,208.6,
Chlamydia,Sonoma,2003,Male,162,230188,70.4,60,82.1,
Chlamydia,Sonoma,2003,Total,620,468257,132.4,122.2,143.2,
Chlamydia,Sonoma,2004,Female,420,238891,175.8,159.4,193.4,
Chlamydia,Sonoma,2004,Male,191,231042,82.7,71.4,95.3,
Chlamydia,Sonoma,2004,Total,619,469933,131.7,121.6,142.5,
Chlamydia,Sonoma,2005,Female,572,238649,239.7,220.5,260.1,
Chlamydia,Sonoma,2005,Male,238,230875,103.1,90.4,117,
Chlamydia,Sonoma,2005,Total,812,469524,172.9,161.3,185.2,
Chlamydia,Sonoma,2006,Female,573,238835,239.9,220.7,260.4,
Chlamydia,Sonoma,2006,Male,233,231132,100.8,88.3,114.6,
Chlamydia,Sonoma,2006,Total,807,469967,171.7,160.1,184,
Chlamydia,Sonoma,2007,Female,552,240336,229.7,210.9,249.6,
Chlamydia,Sonoma,2007,Male,237,232651,101.9,89.3,115.7,
Chlamydia,Sonoma,2007,Total,790,472987,167,155.6,179.1,
Chlamydia,Sonoma,2008,Female,621,242159,256.4,236.7,277.4,
Chlamydia,Sonoma,2008,Male,289,234491,123.2,109.5,138.3,
Chlamydia,Sonoma,2008,Total,910,476650,190.9,178.7,203.7,
Chlamydia,Sonoma,2009,Female,717,243970,293.9,272.8,316.2,
Chlamydia,Sonoma,2009,Male,271,236628,114.5,101.3,129,
Chlamydia,Sonoma,2009,Total,989,480598,205.8,193.2,219,
Chlamydia,Sonoma,2010,Female,831,245773,338.1,315.6,361.9,
Chlamydia,Sonoma,2010,Male,348,237768,146.4,131.4,162.6,
Chlamydia,Sonoma,2010,Total,1180,483541,244,230.3,258.3,
Chlamydia,Sonoma,2011,Female,1011,247341,408.7,384,434.7,
Chlamydia,Sonoma,2011,Male,407,239372,170,153.9,187.4,
Chlamydia,Sonoma,2011,Total,1420,486713,291.8,276.8,307.3,
Chlamydia,Sonoma,2012,Female,1074,248785,431.7,406.3,458.2,
Chlamydia,Sonoma,2012,Male,436,240791,181.1,164.5,198.9,
Chlamydia,Sonoma,2012,Total,1511,489576,308.6,293.3,324.6,
Chlamydia,Sonoma,2013,Female,954,251118,379.9,356.2,404.7,
Chlamydia,Sonoma,2013,Male,492,243246,202.3,184.8,220.9,
Chlamydia,Sonoma,2013,Total,1447,494364,292.7,277.8,308.2,
Chlamydia,Sonoma,2014,Female,1086,252950,429.3,404.2,455.6,
Chlamydia,Sonoma,2014,Male,542,245007,221.2,203,240.6,
Chlamydia,Sonoma,2014,Total,1628,497957,326.9,311.3,343.2,
Chlamydia,Sonoma,2015,Female,1270,254436,499.1,472.1,527.3,
Chlamydia,Sonoma,2015,Male,621,246483,251.9,232.5,272.5,
Chlamydia,Sonoma,2015,Total,1893,500919,377.9,361.1,395.3,
Chlamydia,Sonoma,2016,Female,1225,255524,479.4,453,507,
Chlamydia,Sonoma,2016,Male,662,247628,267.3,247.4,288.5,
Chlamydia,Sonoma,2016,Total,1890,503152,375.6,358.9,392.9,
Chlamydia,Sonoma,2017,Female,1308,255860,511.2,484,539.6,
Chlamydia,Sonoma,2017,Male,720,248023,290.3,269.5,312.3,
Chlamydia,Sonoma,2017,Total,2032,503883,403.3,386,421.2,
Chlamydia,Stanislaus,2001,Female,960,235061,408.4,383,435,
Chlamydia,Stanislaus,2001,Male,303,228067,132.9,118.3,148.7,
Chlamydia,Stanislaus,2001,Total,1266,463128,273.4,258.5,288.8,
Chlamydia,Stanislaus,2002,Female,992,240286,412.8,387.6,439.3,
Chlamydia,Stanislaus,2002,Male,299,233294,128.2,114.1,143.5,
Chlamydia,Stanislaus,2002,Total,1292,473580,272.8,258.2,288.1,
Chlamydia,Stanislaus,2003,Female,1239,244919,505.9,478.2,534.8,
Chlamydia,Stanislaus,2003,Male,317,238088,133.1,118.9,148.6,
Chlamydia,Stanislaus,2003,Total,1556,483007,322.1,306.4,338.5,
Chlamydia,Stanislaus,2004,Female,1407,248433,566.4,537.2,596.6,
Chlamydia,Stanislaus,2004,Male,414,241850,171.2,155.1,188.5,
Chlamydia,Stanislaus,2004,Total,1821,490283,371.4,354.6,388.8,
Chlamydia,Stanislaus,2005,Female,1524,252209,604.3,574.4,635.3,
Chlamydia,Stanislaus,2005,Male,478,245811,194.5,177.4,212.7,
Chlamydia,Stanislaus,2005,Total,2002,498020,402,384.6,420,
Chlamydia,Stanislaus,2006,Female,1402,254877,550.1,521.7,579.5,
Chlamydia,Stanislaus,2006,Male,441,248671,177.3,161.2,194.7,
Chlamydia,Stanislaus,2006,Total,1846,503548,366.6,350.1,383.7,
Chlamydia,Stanislaus,2007,Female,1456,257228,566,537.4,595.8,
Chlamydia,Stanislaus,2007,Male,447,251144,178,161.9,195.3,
Chlamydia,Stanislaus,2007,Total,1907,508372,375.1,358.5,392.3,
Chlamydia,Stanislaus,2008,Female,1516,258191,587.2,558.1,617.4,
Chlamydia,Stanislaus,2008,Male,460,252205,182.4,166.1,199.8,
Chlamydia,Stanislaus,2008,Total,1979,510396,387.7,370.9,405.2,
Chlamydia,Stanislaus,2009,Female,1317,258796,508.9,481.8,537.1,
